parameter_name,math_symbol,python_variable,current_value,unit,original_source,using_files,using_questions,paper_location
S004-WAT-01.first,F_b,Model.boxes[S004-WAT-01].first,True,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-WAT-01.medical,M_b,Model.boxes[S004-WAT-01].medical,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-WAT-02.node,i_b,Model.boxes[S004-WAT-02].node,4,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-WAT-02.w,w_b,Model.boxes[S004-WAT-02].w,14,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-WAT-02.v,v_b,Model.boxes[S004-WAT-02].v,0.027,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-WAT-02.due,d_b,Model.boxes[S004-WAT-02].due,7200,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-WAT-02.deadline,h_b,Model.boxes[S004-WAT-02].deadline,无硬截止,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-WAT-02.priority,π_b,Model.boxes[S004-WAT-02].priority,10,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-WAT-02.first,F_b,Model.boxes[S004-WAT-02].first,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-WAT-02.medical,M_b,Model.boxes[S004-WAT-02].medical,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-WAT-03.node,i_b,Model.boxes[S004-WAT-03].node,4,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-WAT-03.w,w_b,Model.boxes[S004-WAT-03].w,14,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-WAT-03.v,v_b,Model.boxes[S004-WAT-03].v,0.027,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-WAT-03.due,d_b,Model.boxes[S004-WAT-03].due,7200,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-WAT-03.deadline,h_b,Model.boxes[S004-WAT-03].deadline,无硬截止,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-WAT-03.priority,π_b,Model.boxes[S004-WAT-03].priority,10,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-WAT-03.first,F_b,Model.boxes[S004-WAT-03].first,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-WAT-03.medical,M_b,Model.boxes[S004-WAT-03].medical,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-FOD-01.node,i_b,Model.boxes[S004-FOD-01].node,4,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-FOD-01.w,w_b,Model.boxes[S004-FOD-01].w,8,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-FOD-01.v,v_b,Model.boxes[S004-FOD-01].v,0.028,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-FOD-01.due,d_b,Model.boxes[S004-FOD-01].due,10800,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-FOD-01.deadline,h_b,Model.boxes[S004-FOD-01].deadline,无硬截止,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-FOD-01.priority,π_b,Model.boxes[S004-FOD-01].priority,8,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-FOD-01.first,F_b,Model.boxes[S004-FOD-01].first,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-FOD-01.medical,M_b,Model.boxes[S004-FOD-01].medical,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-HYG-01.node,i_b,Model.boxes[S004-HYG-01].node,4,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-HYG-01.w,w_b,Model.boxes[S004-HYG-01].w,6,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-HYG-01.v,v_b,Model.boxes[S004-HYG-01].v,0.035,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-HYG-01.due,d_b,Model.boxes[S004-HYG-01].due,14400,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-HYG-01.deadline,h_b,Model.boxes[S004-HYG-01].deadline,无硬截止,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-HYG-01.priority,π_b,Model.boxes[S004-HYG-01].priority,6,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-HYG-01.first,F_b,Model.boxes[S004-HYG-01].first,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S004-HYG-01.medical,M_b,Model.boxes[S004-HYG-01].medical,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-MED-01.node,i_b,Model.boxes[S005-MED-01].node,5,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-MED-01.w,w_b,Model.boxes[S005-MED-01].w,3,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-MED-01.v,v_b,Model.boxes[S005-MED-01].v,0.012,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-MED-01.due,d_b,Model.boxes[S005-MED-01].due,10800,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-MED-01.deadline,h_b,Model.boxes[S005-MED-01].deadline,10800,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-MED-01.priority,π_b,Model.boxes[S005-MED-01].priority,16,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-MED-01.first,F_b,Model.boxes[S005-MED-01].first,True,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-MED-01.medical,M_b,Model.boxes[S005-MED-01].medical,True,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-WAT-01.node,i_b,Model.boxes[S005-WAT-01].node,5,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-WAT-01.w,w_b,Model.boxes[S005-WAT-01].w,14,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-WAT-01.v,v_b,Model.boxes[S005-WAT-01].v,0.027,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-WAT-01.due,d_b,Model.boxes[S005-WAT-01].due,10800,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-WAT-01.deadline,h_b,Model.boxes[S005-WAT-01].deadline,10800,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-WAT-01.priority,π_b,Model.boxes[S005-WAT-01].priority,8,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-WAT-01.first,F_b,Model.boxes[S005-WAT-01].first,True,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-WAT-01.medical,M_b,Model.boxes[S005-WAT-01].medical,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-WAT-02.node,i_b,Model.boxes[S005-WAT-02].node,5,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-WAT-02.w,w_b,Model.boxes[S005-WAT-02].w,14,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-WAT-02.v,v_b,Model.boxes[S005-WAT-02].v,0.027,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-WAT-02.due,d_b,Model.boxes[S005-WAT-02].due,10800,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-WAT-02.deadline,h_b,Model.boxes[S005-WAT-02].deadline,无硬截止,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-WAT-02.priority,π_b,Model.boxes[S005-WAT-02].priority,8,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-WAT-02.first,F_b,Model.boxes[S005-WAT-02].first,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-WAT-02.medical,M_b,Model.boxes[S005-WAT-02].medical,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-WAT-03.node,i_b,Model.boxes[S005-WAT-03].node,5,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-WAT-03.w,w_b,Model.boxes[S005-WAT-03].w,14,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-WAT-03.v,v_b,Model.boxes[S005-WAT-03].v,0.027,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-WAT-03.due,d_b,Model.boxes[S005-WAT-03].due,10800,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-WAT-03.deadline,h_b,Model.boxes[S005-WAT-03].deadline,无硬截止,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-WAT-03.priority,π_b,Model.boxes[S005-WAT-03].priority,8,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-WAT-03.first,F_b,Model.boxes[S005-WAT-03].first,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-WAT-03.medical,M_b,Model.boxes[S005-WAT-03].medical,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-FOD-01.node,i_b,Model.boxes[S005-FOD-01].node,5,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-FOD-01.w,w_b,Model.boxes[S005-FOD-01].w,8,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-FOD-01.v,v_b,Model.boxes[S005-FOD-01].v,0.028,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-FOD-01.due,d_b,Model.boxes[S005-FOD-01].due,14400,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-FOD-01.deadline,h_b,Model.boxes[S005-FOD-01].deadline,无硬截止,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-FOD-01.priority,π_b,Model.boxes[S005-FOD-01].priority,6,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-FOD-01.first,F_b,Model.boxes[S005-FOD-01].first,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-FOD-01.medical,M_b,Model.boxes[S005-FOD-01].medical,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-HYG-01.node,i_b,Model.boxes[S005-HYG-01].node,5,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-HYG-01.w,w_b,Model.boxes[S005-HYG-01].w,6,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-HYG-01.v,v_b,Model.boxes[S005-HYG-01].v,0.035,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-HYG-01.due,d_b,Model.boxes[S005-HYG-01].due,18000,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-HYG-01.deadline,h_b,Model.boxes[S005-HYG-01].deadline,无硬截止,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-HYG-01.priority,π_b,Model.boxes[S005-HYG-01].priority,4,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-HYG-01.first,F_b,Model.boxes[S005-HYG-01].first,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S005-HYG-01.medical,M_b,Model.boxes[S005-HYG-01].medical,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S006-MED-01.node,i_b,Model.boxes[S006-MED-01].node,6,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S006-MED-01.w,w_b,Model.boxes[S006-MED-01].w,3,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S006-MED-01.v,v_b,Model.boxes[S006-MED-01].v,0.012,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S006-MED-01.due,d_b,Model.boxes[S006-MED-01].due,3600,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S006-MED-01.deadline,h_b,Model.boxes[S006-MED-01].deadline,3600,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S006-MED-01.priority,π_b,Model.boxes[S006-MED-01].priority,24,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S006-MED-01.first,F_b,Model.boxes[S006-MED-01].first,True,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S006-MED-01.medical,M_b,Model.boxes[S006-MED-01].medical,True,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S006-WAT-01.node,i_b,Model.boxes[S006-WAT-01].node,6,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S006-WAT-01.w,w_b,Model.boxes[S006-WAT-01].w,14,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S006-WAT-01.v,v_b,Model.boxes[S006-WAT-01].v,0.027,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S006-WAT-01.due,d_b,Model.boxes[S006-WAT-01].due,3600,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S006-WAT-01.deadline,h_b,Model.boxes[S006-WAT-01].deadline,3600,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S006-WAT-01.priority,π_b,Model.boxes[S006-WAT-01].priority,12,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S006-WAT-01.first,F_b,Model.boxes[S006-WAT-01].first,True,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
